# protocol 763
codecs:
Handshake Serverbound 0x00 minecraft:intention HandshakeCodecs.Intention read:5 shape:varint,string,ushort,varint
Play Clientbound 0x26 minecraft:level_particles WorldEffectCodecs.LevelParticlesV1_19 read:256 shape:opaque
Play Clientbound 0x27 minecraft:light_update WorldStateCodecs.LightUpdateV1_20 read:8 shape:opaque
Play Clientbound 0x28 minecraft:login JoinGameCodecs.V1_20 read:28 shape:opaque
Play Clientbound 0x29 minecraft:map_item_data WorldMapCodecs.MapItemDataV1_17 read:5 shape:varint,byte,bool,opt(varint*icon),patch|json
Play Clientbound 0x2A minecraft:merchant_offers MerchantCodecs.MerchantOffersV1_19 read:6 shape:varint,offers,varint,varint,bool|legacylist=0,demand=1,restock=1,presentid
Play Clientbound 0x2B minecraft:move_entity_pos EntityMoveCodecs.MoveEntityPosV1_9 read:8 shape:opaque
Play Clientbound 0x2C minecraft:move_entity_pos_rot EntityMoveCodecs.MoveEntityPosRotV1_9 read:10 shape:opaque
Play Clientbound 0x2D minecraft:move_entity_rot EntityMoveCodecs.MoveEntityRot read:4 shape:opaque
Play Clientbound 0x2E minecraft:move_vehicle marker n/a shape:opaque
Play Clientbound 0x2F minecraft:open_book UiMiscCodecs.OpenBookV1_14 read:1 shape:opaque
Play Clientbound 0x30 minecraft:open_screen ContainerCodecs.OpenScreenV1_14 fault:ComponentFormatException shape:opaque
Play Clientbound 0x31 minecraft:open_sign_editor UiMiscCodecs.OpenSignEditorV1_14 read:9 shape:opaque
Play Clientbound 0x32 minecraft:ping UiMiscCodecs.PingV1_17 read:4 shape:opaque
Play Clientbound 0x33 minecraft:place_ghost_recipe RecipeCodecs.PlaceGhostRecipeModern read:256 shape:opaque
Play Clientbound 0x34 minecraft:player_abilities UiMiscCodecs.PlayerAbilitiesV1_8 read:9 shape:opaque
Play Clientbound 0x35 minecraft:player_chat ChatCodecs.V1_19_3 fault:ComponentFormatException shape:uuid,varint,opt_signature,string,long,long,last_seen,opt_component,filter,chat_type|json
Play Clientbound 0x36 minecraft:player_combat_end marker n/a shape:opaque
Play Clientbound 0x37 minecraft:player_combat_enter marker n/a shape:opaque
Play Clientbound 0x38 minecraft:player_combat_kill marker n/a shape:opaque
Play Clientbound 0x39 minecraft:player_info_remove PlayerListCodecs.PlayerInfoRemoveV1_19_3 read:1 shape:opaque
Play Clientbound 0x3A minecraft:player_info_update PlayerListCodecs.PlayerInfoUpdateV1_19_3 read:2 shape:byte,varint*(uuid,per_action_fields)|AddPlayer+InitializeChat+UpdateGameMode+UpdateListed+UpdateLatency+UpdateDisplayName+UpdateListOrder+UpdateHat,hat=1,json
Play Clientbound 0x3B minecraft:player_look_at marker n/a shape:opaque
Play Clientbound 0x3C minecraft:player_position EntityMoveCodecs.PlayerPositionV1_9 read:34 shape:opaque
Play Clientbound 0x3D minecraft:recipe RecipeCodecs.RecipeV1_16_2 read:11 shape:opaque
Play Clientbound 0x3E minecraft:remove_entities EntitySpawnCodecs.RemoveEntities read:1 shape:opaque
Play Clientbound 0x3F minecraft:remove_mob_effect EntityEffectCodecs.RemoveMobEffectV1_18 read:2 shape:opaque
Play Clientbound 0x40 minecraft:resource_pack_push ResourcePackCodecs.ResourcePackPushV1_17 read:4 via:minecraft:resource_pack shape:string,string,bool,opt_component|json
Play Clientbound 0x41 minecraft:respawn WorldStateCodecs.RespawnV1_20 read:17 shape:opaque
Play Clientbound 0x42 minecraft:rotate_head EntityMoveCodecs.RotateHead read:2 shape:opaque
Play Clientbound 0x43 minecraft:section_blocks_update WorldBlockCodecs.SectionBlocksUpdateV1_20 read:9 shape:opaque
Play Clientbound 0x44 minecraft:select_advancements_tab AdvancementCodecs.SelectAdvancementsTabV1_12 read:1 shape:opaque
Play Clientbound 0x45 minecraft:server_data ChatDisplayCodecs.ServerDataV1_19_4 fault:ComponentFormatException shape:opaque
Play Clientbound 0x46 minecraft:set_action_bar_text TitleCodecs.SetActionBarTextV1_17 fault:ComponentFormatException shape:opaque
Play Clientbound 0x47 minecraft:set_border_center WorldBorderCodecs.SetBorderCenterV1_17 read:16 shape:opaque
Play Clientbound 0x48 minecraft:set_border_lerp_size WorldBorderCodecs.SetBorderLerpSizeV1_17 read:17 shape:opaque
Play Clientbound 0x49 minecraft:set_border_size WorldBorderCodecs.SetBorderSizeV1_17 read:8 shape:opaque
Play Clientbound 0x4A minecraft:set_border_warning_delay WorldBorderCodecs.SetBorderWarningDelayV1_17 read:1 shape:opaque
Play Clientbound 0x4B minecraft:set_border_warning_distance WorldBorderCodecs.SetBorderWarningDistanceV1_17 read:1 shape:opaque
Play Clientbound 0x4C minecraft:set_camera EntityStateCodecs.SetCamera read:1 shape:opaque
Play Clientbound 0x4D minecraft:set_held_slot EntityStateCodecs.SetHeldSlotV1_8 read:1 via:minecraft:set_carried_item shape:opaque
Play Clientbound 0x4E minecraft:set_chunk_cache_center WorldStateCodecs.SetChunkCacheCenterV1_14 read:2 shape:opaque
Play Clientbound 0x4F minecraft:set_chunk_cache_radius WorldStateCodecs.SetChunkCacheRadiusV1_14 read:1 shape:opaque
Play Clientbound 0x50 minecraft:set_default_spawn_position WorldStateCodecs.SetDefaultSpawnV1_17 read:12 shape:opaque
Play Clientbound 0x51 minecraft:set_display_objective ScoreboardCodecs.SetDisplayObjectiveV1_18 read:2 shape:opaque
Play Clientbound 0x52 minecraft:set_entity_data EntityDataCodecs.SetEntityDataV1_19_4 fault:ProtocolViolationException shape:varint,metadata|metadata/1f3ee335,json,presentid,Packed114,JavaNamedRoot
Play Clientbound 0x53 minecraft:set_entity_link EntityStateCodecs.SetEntityLinkV1_9 read:8 shape:opaque
Play Clientbound 0x54 minecraft:set_entity_motion EntityMoveCodecs.SetEntityMotion read:7 shape:opaque
Play Clientbound 0x55 minecraft:set_equipment EntityEquipmentCodecs.SetEquipmentV1_16 read:256 shape:opaque
Play Clientbound 0x56 minecraft:set_experience EntityStateCodecs.SetExperience read:6 shape:opaque
Play Clientbound 0x57 minecraft:set_health EntityStateCodecs.SetHealth read:9 shape:opaque
Play Clientbound 0x58 minecraft:set_objective ScoreboardCodecs.SetObjectiveV1_18 fault:ComponentFormatException shape:opaque
Play Clientbound 0x59 minecraft:set_passengers EntityStateCodecs.SetPassengers read:2 shape:opaque
Play Clientbound 0x5A minecraft:set_player_team ScoreboardCodecs.SetPlayerTeamV1_14 fault:ComponentFormatException shape:set_player_team(V1_14)
Play Clientbound 0x5B minecraft:set_score ScoreboardCodecs.LegacySetScoreV1_8 read:4 shape:opaque
Play Clientbound 0x5C minecraft:set_simulation_distance WorldStateCodecs.SetSimulationDistanceV1_18 read:1 shape:opaque
Play Clientbound 0x5D minecraft:set_subtitle_text TitleCodecs.SetSubtitleTextV1_17 fault:ComponentFormatException shape:opaque
Play Clientbound 0x5E minecraft:set_time WorldStateCodecs.SetTimeV1_8 read:16 shape:opaque
Play Clientbound 0x5F minecraft:set_title_text TitleCodecs.SetTitleTextV1_17 fault:ComponentFormatException shape:opaque
Play Clientbound 0x60 minecraft:set_titles_animation TitleCodecs.SetTitlesAnimationV1_17 read:12 shape:opaque
Play Clientbound 0x61 minecraft:sound_entity WorldEffectCodecs.SoundEntityV1_14 read:21 shape:opaque
Play Clientbound 0x62 minecraft:sound WorldEffectCodecs.SoundV1_19 read:32 shape:opaque
Play Clientbound 0x63 minecraft:stop_sound WorldEffectCodecs.StopSoundV1_13 read:1 shape:opaque
Play Clientbound 0x64 minecraft:system_chat ChatDisplayCodecs.SystemChatV1_19 fault:ComponentFormatException shape:component,bool|json
Play Clientbound 0x65 minecraft:tab_list PlayerListCodecs.TabListV1_9 fault:ComponentFormatException shape:component,component|json
Play Clientbound 0x66 minecraft:tag_query marker n/a shape:opaque
Play Clientbound 0x67 minecraft:take_item_entity EntityStateCodecs.TakeItemEntityV1_11 read:3 shape:opaque
Play Clientbound 0x68 minecraft:teleport_entity EntityMoveCodecs.TeleportEntityV1_9 read:28 shape:opaque
Play Clientbound 0x69 minecraft:update_advancements AdvancementCodecs.UpdateAdvancementsV1_20 read:4 shape:update_advancements(icon=presentid,text=json,criteria=1,telemetry=1,showadv=0)
Play Clientbound 0x6A minecraft:update_attributes EntityEquipmentCodecs.UpdateAttributesV1_17 read:2 shape:opaque
Play Clientbound 0x6B minecraft:update_enabled_features marker n/a shape:opaque
Play Clientbound 0x6C minecraft:update_mob_effect EntityEffectCodecs.UpdateMobEffectV1_19 read:6 shape:opaque
Play Clientbound 0x6D minecraft:update_recipes RecipeCodecs.UpdateRecipesModern read:256 shape:opaque
Play Clientbound 0x6E minecraft:update_tags marker n/a shape:opaque
Play Serverbound 0x00 minecraft:accept_teleportation EntityServerboundCodecs.AcceptTeleportation read:1 shape:opaque
Play Serverbound 0x01 minecraft:block_entity_tag_query marker n/a shape:opaque
Play Serverbound 0x02 minecraft:change_difficulty marker n/a shape:opaque
Play Serverbound 0x03 minecraft:chat_ack ChatCodecs.ChatAckV1_19_3 read:1 shape:opaque
Play Serverbound 0x04 minecraft:chat_command ChatCommandCodecs.SignedV1_19_3 read:22 shape:opaque
Play Serverbound 0x05 minecraft:chat ChatCodecs.SignedV1_19_3 read:22 shape:opaque
Play Serverbound 0x06 minecraft:chat_session_update ChatCodecs.ChatSessionUpdateV1_19_3 read:26 shape:opaque
Play Serverbound 0x07 minecraft:client_command PlayCommonCodecs.ClientCommand read:1 shape:varint
Play Serverbound 0x08 minecraft:client_information PlayClientInformationCodecs.V1_18 read:8 shape:opaque
Play Serverbound 0x09 minecraft:command_suggestion CommandSuggestionCodecs.ServerCommandSuggestionV1_13 read:2 shape:opaque
Play Serverbound 0x0A minecraft:container_button_click ContainerCodecs.ContainerButtonClickV1_8 read:2 shape:opaque
Play Serverbound 0x0B minecraft:container_click ContainerCodecs.ContainerClickV1_17_1 read:8 shape:sbyte,varint,short,byte,varint,varint*(short,stack),stack|presentid
Play Serverbound 0x0C minecraft:container_close ContainerCodecs.ContainerCloseServerV1_8 read:1 shape:opaque
Play Serverbound 0x0D minecraft:custom_payload marker n/a shape:opaque
Play Serverbound 0x0E minecraft:edit_book UiMiscCodecs.EditBookV1_17 read:3 shape:opaque
Play Serverbound 0x0F minecraft:entity_tag_query marker n/a shape:opaque
Play Serverbound 0x10 minecraft:interact EntityServerboundCodecs.InteractV1_16 read:4 shape:opaque
Play Serverbound 0x11 minecraft:jigsaw_generate marker n/a shape:opaque
Play Serverbound 0x12 minecraft:keep_alive PlayKeepAliveCodecs.ServerV1_12_2 read:8 shape:long
Play Serverbound 0x13 minecraft:lock_difficulty marker n/a shape:opaque
Play Serverbound 0x14 minecraft:move_player_pos EntityServerboundCodecs.MovePlayerPosV1_14 read:25 shape:opaque
Play Serverbound 0x15 minecraft:move_player_pos_rot EntityServerboundCodecs.MovePlayerPosRotV1_14 read:33 shape:opaque
Play Serverbound 0x16 minecraft:move_player_rot EntityServerboundCodecs.MovePlayerRotV1_14 read:9 shape:opaque
Play Serverbound 0x17 minecraft:move_player_status_only EntityServerboundCodecs.MovePlayerStatusOnly read:1 shape:opaque
Play Serverbound 0x18 minecraft:move_vehicle EntityServerboundCodecs.MoveVehicleV1_9 read:32 shape:opaque
Play Serverbound 0x19 minecraft:paddle_boat EntityServerboundCodecs.PaddleBoat read:2 shape:opaque
Play Serverbound 0x1A minecraft:pick_item marker n/a shape:opaque
Play Serverbound 0x1B minecraft:place_recipe RecipeCodecs.PlaceRecipeByNameV1_13 fault:FormatException shape:opaque
Play Serverbound 0x1C minecraft:player_abilities UiMiscCodecs.ServerPlayerAbilitiesV1_14 read:1 shape:opaque
Play Serverbound 0x1D minecraft:player_action EntityServerboundCodecs.PlayerActionV1_19 read:11 shape:opaque
Play Serverbound 0x1E minecraft:player_command EntityServerboundCodecs.PlayerCommand read:3 shape:opaque
Play Serverbound 0x1F minecraft:steer_vehicle EntityServerboundCodecs.SteerVehicleV1_8 read:9 via:minecraft:player_input shape:opaque
Play Serverbound 0x20 minecraft:pong UiMiscCodecs.ServerPongV1_17 read:4 shape:opaque
Play Serverbound 0x21 minecraft:recipe_book_change_settings RecipeCodecs.RecipeBookChangeSettingsModern read:3 shape:opaque
Play Serverbound 0x22 minecraft:recipe_book_seen_recipe RecipeCodecs.RecipeBookSeenRecipeByNameV1_16_2 fault:FormatException shape:opaque
Play Serverbound 0x23 minecraft:rename_item ContainerCodecs.RenameItemV1_13 read:1 shape:opaque
Play Serverbound 0x24 minecraft:resource_pack ResourcePackCodecs.ServerResourcePackV1_14 read:1 shape:opaque
Play Serverbound 0x25 minecraft:seen_advancements AdvancementCodecs.SeenAdvancementsV1_12 fault:FormatException shape:opaque
Play Serverbound 0x26 minecraft:select_trade MerchantCodecs.SelectTradeModern read:1 shape:opaque
Play Serverbound 0x27 minecraft:set_beacon marker n/a shape:opaque
Play Serverbound 0x28 minecraft:set_carried_item EntityServerboundCodecs.SetCarriedItem read:2 shape:opaque
Play Serverbound 0x29 minecraft:set_command_block WorldBlockCodecs.SetCommandBlockV1_14 read:11 shape:opaque
Play Serverbound 0x2A minecraft:set_command_minecart marker n/a shape:opaque
Play Serverbound 0x2B minecraft:set_creative_mode_slot ContainerCodecs.CreativeSlotV1_14 read:3 shape:short,stack|presentid
Play Serverbound 0x2C minecraft:set_jigsaw_block marker n/a shape:opaque
Play Serverbound 0x2D minecraft:set_structure_block marker n/a shape:opaque
Play Serverbound 0x2E minecraft:sign_update UiMiscCodecs.SignUpdateV1_20 read:13 shape:opaque
Play Serverbound 0x2F minecraft:swing EntityServerboundCodecs.SwingV1_9 read:1 shape:opaque
Play Serverbound 0x30 minecraft:teleport_to_entity EntityServerboundCodecs.TeleportToEntity read:16 shape:opaque
Play Serverbound 0x31 minecraft:use_item_on UseItemCodecs.UseItemOnV1_19 read:24 shape:opaque
Play Serverbound 0x32 minecraft:use_item UseItemCodecs.UseItemV1_19 read:2 shape:opaque
